<<<<<<< HEAD
account,amount,location,date,tid,transaction_type
328,38.85,FL,2017-08-04,328,pay
329,12.95,NY,2017-08-04,329,exp
330,12.95,TX,2017-08-04,330,pay
331,38.85,MO,2017-08-04,331,exp
332,38.85,CA,2017-08-04,332,pay
333,12.95,DE,2017-08-04,333,exp
334,12.95,TX,2017-08-04,334,pay
335,38.85,TX,2017-08-04,335,exp
336,12.95,CA,2017-08-04,336,pay
337,38.85,GA,2017-08-04,337,exp
338,12.95,GA,2017-08-04,338,pay
339,25.9,CA,2017-08-04,339,exp
340,12.95,OH,2017-08-04,340,pay
341,38.85,AZ,2017-08-04,341,exp
342,38.85,DE,2017-08-04,342,pay
343,38.85,NY,2017-08-04,343,exp
344,25.9,CA,2017-08-04,344,pay
345,12.95,CA,2017-08-04,345,exp
346,38.85,FL,2017-08-04,346,pay
347,38.85,CA,2017-08-04,347,exp
348,12.95,NY,2017-08-04,348,pay
349,38.85,CO,2017-08-04,349,exp
350,38.85,CA,2017-08-04,350,pay
351,12.95,NC,2017-08-04,351,exp
352,38.85,CA,2017-08-04,352,pay
353,12.95,MA,2017-08-04,353,exp
354,12.95,AL,2017-08-04,354,pay
355,12.95,CO,2017-08-04,355,exp
356,38.85,CT,2017-08-04,356,pay
357,9.99,TX,2017-08-04,357,exp
358,38.85,AZ,2017-08-04,358,pay
359,38.85,ME,2017-08-04,359,exp
360,38.85,NC,2017-08-04,360,pay
361,38.85,MS,2017-08-04,361,exp
362,12.95,TX,2017-08-04,362,pay
363,12.95,AL,2017-08-04,363,exp
364,59.95,NH,2017-08-04,364,pay
365,38.85,CA,2017-08-04,365,exp
366,38.85,GA,2017-08-04,366,pay
367,59.95,GA,2017-08-04,367,exp
368,12.95,TX,2017-08-04,368,pay
369,12.95,CA,2017-08-04,369,exp
370,38.85,MD,2017-08-04,370,pay
371,49.95,FL,2017-08-04,371,exp
372,25.9,CT,2017-08-04,372,pay
373,12.95,FL,2017-08-04,373,exp
374,25.9,FL,2017-08-04,374,pay
375,12.95,TX,2017-08-04,375,exp
376,38.85,TX,2017-08-04,376,pay
377,12.95,MA,2017-08-04,377,exp
378,25.9,MI,2017-08-04,378,pay
379,12.95,FL,2017-08-04,379,exp
380,12.95,IL,2017-08-04,380,pay
381,12.95,CA,2017-08-04,381,exp
382,38.85,NY,2017-08-04,382,pay
383,38.85,IN,2017-08-04,383,exp
384,12.95,NY,2017-08-04,384,pay
385,12.95,OH,2017-08-04,385,exp
386,59.95,TX,2017-08-04,386,pay
387,12.95,SC,2017-08-04,387,exp
388,25.9,AZ,2017-08-04,388,pay
389,12.95,AZ,2017-08-04,389,exp
390,38.85,NC,2017-08-04,390,pay
391,38.85,GA,2017-08-04,391,exp
392,38.85,FL,2017-08-04,392,pay
393,38.85,AK,2017-08-04,393,exp
394,12.95,MD,2017-08-04,394,pay
395,38.85,MO,2017-08-04,395,exp
396,25.9,FL,2017-08-04,396,pay
397,12.95,SC,2017-08-04,397,exp
398,12.95,NC,2017-08-04,398,pay
399,12.95,NC,2017-08-04,399,exp
400,12.95,MD,2017-08-04,400,pay
401,12.95,CA,2017-08-04,401,exp
402,12.95,CA,2017-08-04,402,pay
403,12.95,CA,2017-08-04,403,exp
404,12.95,MI,2017-08-04,404,pay
405,12.95,AK,2017-08-04,405,exp
406,38.85,NY,2017-08-04,406,pay
407,38.85,SC,2017-08-04,407,exp
408,38.85,CA,2017-08-04,408,pay
409,12.95,PA,2017-08-04,409,exp
410,25.9,NC,2017-08-04,410,pay
411,38.85,IL,2017-08-04,411,exp
412,38.85,GA,2017-08-04,412,pay
413,38.85,IN,2017-08-04,413,exp
414,59.95,CO,2017-08-04,414,pay
415,38.85,VA,2017-08-04,415,exp
416,38.85,GA,2017-08-04,416,pay
417,38.85,AL,2017-08-04,417,exp
418,38.85,CA,2017-08-04,418,pay
419,12.95,CA,2017-08-04,419,exp
420,10.36,NY,2017-08-04,420,pay
421,31.08,AZ,2017-08-04,421,exp
422,12.95,NY,2017-08-04,422,pay
423,34.95,FL,2017-08-04,423,exp
424,31.08,WA,2017-08-04,424,pay
425,38.85,OR,2017-08-04,425,exp
426,12.95,MD,2017-08-04,426,pay
427,12.95,MI,2017-08-04,427,exp
428,9.99,IL,2017-08-04,428,pay
429,38.85,OH,2017-08-04,429,exp
430,38.85,CA,2017-08-04,430,pay
431,12.95,GA,2017-08-04,431,exp
432,12.95,CA,2017-08-04,432,pay
433,12.95,CA,2017-08-04,433,exp
434,33.03,PA,2017-08-04,434,pay
435,12.95,FL,2017-08-04,435,exp
436,38.85,WA,2017-08-04,436,pay
437,12.95,WA,2017-08-04,437,exp
438,12.95,CA,2017-08-04,438,pay
439,12.95,CA,2017-08-04,439,exp
440,10.36,IA,2017-08-04,440,pay
441,12.95,KS,2017-08-04,441,exp
442,38.85,TN,2017-08-04,442,pay
443,38.85,NY,2017-08-04,443,exp
444,12.95,NC,2017-08-04,444,pay
445,12.95,AZ,2017-08-04,445,exp
446,38.85,AL,2017-08-04,446,pay
447,38.85,FL,2017-08-04,447,exp
448,38.85,NY,2017-08-04,448,pay
449,38.85,CA,2017-08-04,449,exp
450,31.08,CA,2017-08-04,450,pay
451,38.85,IA,2017-08-04,451,exp
452,49.95,OH,2017-08-04,452,pay
453,12.95,NY,2017-08-04,453,exp
454,38.85,CA,2017-08-04,454,pay
455,38.85,OH,2017-08-04,455,exp
456,38.85,OR,2017-08-04,456,pay
457,38.85,TX,2017-08-04,457,exp
458,12.95,OR,2017-08-04,458,pay
459,49.95,CA,2017-08-04,459,exp
460,38.85,CA,2017-08-04,460,pay
461,12.95,CA,2017-08-04,461,exp
462,12.95,IN,2017-08-04,462,pay
463,25.9,MT,2017-08-04,463,exp
464,12.95,MD,2017-08-04,464,pay
465,12.95,NV,2017-08-04,465,exp
466,12.95,AL,2017-08-04,466,pay
467,12.95,MA,2017-08-04,467,exp
468,38.85,CA,2017-08-04,468,pay
469,38.85,NY,2017-08-04,469,exp
470,38.85,CA,2017-08-04,470,pay
471,29.97,CA,2017-08-04,471,exp
472,31.08,TN,2017-08-04,472,pay
473,38.85,GA,2017-08-04,473,exp
474,25.9,TX,2017-08-04,474,pay
475,38.85,TN,2017-08-04,475,exp
476,38.85,GA,2017-08-04,476,pay
477,12.95,FL,2017-08-04,477,exp
478,12.95,GA,2017-08-04,478,pay
479,12.95,NV,2017-08-04,479,exp
480,12.95,NV,2017-08-04,480,pay
481,12.95,GA,2017-08-04,481,exp
482,12.95,MA,2017-08-04,482,pay
483,29.97,CA,2017-08-04,483,exp
484,12.95,VA,2017-08-04,484,pay
485,12.95,CA,2017-08-04,485,exp
486,12.95,MD,2017-08-04,486,pay
487,12.95,LA,2017-08-04,487,exp
488,38.85,WA,2017-08-04,488,pay
489,12.95,GA,2017-08-04,489,exp
490,38.85,TX,2017-08-04,490,pay
491,25.9,FL,2017-08-04,491,exp
492,38.85,TX,2017-08-04,492,pay
493,12.95,OK,2017-08-04,493,exp
494,12.95,TX,2017-08-04,494,pay
495,11.65,TX,2017-08-04,495,exp
496,38.85,CA,2017-08-04,496,pay
497,19.98,CA,2017-08-04,497,exp
498,38.85,VA,2017-08-04,498,pay
499,38.85,CT,2017-08-04,499,exp
500,38.85,FL,2017-08-04,500,pay
501,38.85,GA,2017-08-04,501,exp
502,38.85,IL,2017-08-04,502,pay
503,38.85,IL,2017-08-04,503,exp
504,12.95,MD,2017-08-04,504,pay
505,25.9,OH,2017-08-04,505,exp
506,12.95,GA,2017-08-04,506,pay
507,35.89,CA,2017-08-04,507,exp
508,38.85,VA,2017-08-04,508,pay
509,12.95,MD,2017-08-04,509,exp
510,12.95,MD,2017-08-04,510,pay
511,11.65,CA,2017-08-04,511,exp
512,38.85,CA,2017-08-04,512,pay
513,38.85,AL,2017-08-04,513,exp
514,38.85,AZ,2017-08-04,514,pay
515,38.85,TX,2017-08-04,515,exp
516,12.95,CA,2017-08-04,516,pay
517,12.95,PA,2017-08-04,517,exp
518,12.95,GA,2017-08-04,518,pay
519,12.95,CA,2017-08-04,519,exp
520,12.95,MN,2017-08-04,520,pay
521,38.85,CA,2017-08-04,521,exp
522,38.85,NJ,2017-08-04,522,pay
523,25.9,NJ,2017-08-04,523,exp
524,12.95,FL,2017-08-04,524,pay
525,23.3,CA,2017-08-04,525,exp
526,25.9,CA,2017-08-04,526,pay
527,38.85,AK,2017-08-04,527,exp
528,38.85,TN,2017-08-04,528,pay
529,38.85,GA,2017-08-04,529,exp
530,33.03,MA,2017-08-04,530,pay
531,38.85,IN,2017-08-04,531,exp
532,12.95,LA,2017-08-04,532,pay
533,29.97,IL,2017-08-04,533,exp
534,23.3,IN,2017-08-04,534,pay
535,34.95,IN,2017-08-04,535,exp
536,12.95,CA,2017-08-04,536,pay
537,12.95,FL,2017-08-04,537,exp
538,25.9,NJ,2017-08-04,538,pay
539,38.85,CA,2017-08-04,539,exp
540,12.95,NM,2017-08-04,540,pay
541,38.85,SC,2017-08-04,541,exp
542,38.85,CA,2017-08-04,542,pay
543,38.85,GA,2017-08-04,543,exp
544,12.95,FL,2017-08-04,544,pay
545,38.85,CA,2017-08-04,545,exp
546,12.95,NC,2017-08-04,546,pay
547,12.95,CA,2017-08-04,547,exp
548,12.95,PA,2017-08-04,548,pay
549,12.95,VA,2017-08-04,549,exp
550,12.95,CA,2017-08-04,550,pay
551,38.85,HI,2017-08-04,551,exp
552,12.95,FL,2017-08-04,552,pay
553,38.85,TX,2017-08-04,553,exp
554,12.95,NC,2017-08-04,554,pay
555,12.95,MO,2017-08-04,555,exp
556,38.85,CA,2017-08-04,556,pay
557,31.08,MD,2017-08-04,557,exp
558,11.01,MI,2017-08-04,558,pay
559,25.9,NY,2017-08-04,559,exp
560,12.95,VA,2017-08-04,560,pay
561,38.85,IL,2017-08-04,561,exp
562,38.85,GA,2017-08-04,562,pay
563,38.85,CA,2017-08-04,563,exp
564,38.85,CA,2017-08-04,564,pay
565,38.85,IL,2017-08-04,565,exp
566,38.85,IL,2017-08-04,566,pay
567,38.85,FL,2017-08-04,567,exp
568,38.85,CA,2017-08-04,568,pay
569,12.95,AZ,2017-08-04,569,exp
570,38.85,GA,2017-08-04,570,pay
571,38.85,PA,2017-08-04,571,exp
572,49.95,OR,2017-08-04,572,pay
573,12.95,CA,2017-08-04,573,exp
574,25.9,GA,2017-08-04,574,pay
575,12.95,GA,2017-08-04,575,exp
576,12.95,SC,2017-08-04,576,pay
577,12.95,TX,2017-08-04,577,exp
578,49.95,OR,2017-08-04,578,pay
579,49.95,CA,2017-08-04,579,exp
580,12.95,DC,2017-08-04,580,pay
581,31.08,TX,2017-08-04,581,exp
582,89.95,MD,2017-08-04,582,pay
583,12.95,TX,2017-08-04,583,exp
584,49.95,OR,2017-08-04,584,pay
585,38.85,CA,2017-08-04,585,exp
586,12.95,NY,2017-08-04,586,pay
587,38.85,CA,2017-08-04,587,exp
588,11.65,FL,2017-08-04,588,pay
589,38.85,KY,2017-08-04,589,exp
590,38.85,NV,2017-08-04,590,pay
591,38.85,CO,2017-08-04,591,exp
592,12.95,GA,2017-08-04,592,pay
593,38.85,NC,2017-08-04,593,exp
594,12.95,KY,2017-08-04,594,pay
595,38.85,NC,2017-08-04,595,exp
596,38.85,FL,2017-08-04,596,pay
597,12.95,OH,2017-08-04,597,exp
598,12.95,OH,2017-08-04,598,pay
599,38.85,OH,2017-08-04,599,exp
600,9.99,MA,2017-08-04,600,pay
601,9.99,MA,2017-08-04,601,exp
602,9.99,MA,2017-08-04,602,pay
603,12.95,CA,2017-08-04,603,exp
604,25.9,MN,2017-08-04,604,pay
605,12.95,MN,2017-08-04,605,exp
606,38.85,MA,2017-08-04,606,pay
607,11.65,MD,2017-08-04,607,exp
608,38.85,OH,2017-08-04,608,pay
609,38.85,AL,2017-08-04,609,exp
610,38.85,SC,2017-08-04,610,pay
611,12.95,GA,2017-08-04,611,exp
612,12.95,MT,2017-08-04,612,pay
613,12.95,MT,2017-08-04,613,exp
614,38.85,VA,2017-08-04,614,pay
615,12.95,DE,2017-08-04,615,exp
616,12.95,TX,2017-08-04,616,pay
617,25.9,CA,2017-08-04,617,exp
618,12.95,NV,2017-08-04,618,pay
619,12.95,CO,2017-08-04,619,exp
620,12.95,CA,2017-08-04,620,pay
621,38.85,CA,2017-08-04,621,exp
622,38.85,FL,2017-08-04,622,pay
623,12.95,AZ,2017-08-04,623,exp
624,38.85,AZ,2017-08-04,624,pay
625,38.85,TN,2017-08-04,625,exp
626,34.95,FL,2017-08-04,626,pay
627,38.85,CA,2017-08-04,627,exp
628,38.85,FL,2017-08-04,628,pay
629,12.95,MD,2017-08-04,629,exp
630,38.85,AZ,2017-08-04,630,pay
631,11.01,IL,2017-08-04,631,exp
632,11.01,IL,2017-08-04,632,pay
633,38.85,IL,2017-08-04,633,exp
634,38.85,AZ,2017-08-04,634,pay
635,12.95,GA,2017-08-04,635,exp
636,38.85,TX,2017-08-04,636,pay
637,12.95,AZ,2017-08-04,637,exp
638,34.97,CA,2017-08-04,638,pay
639,38.85,MO,2017-08-04,639,exp
640,12.95,PA,2017-08-04,640,pay
641,12.95,TX,2017-08-04,641,exp
642,38.85,CA,2017-08-04,642,pay
643,38.85,CA,2017-08-04,643,exp
644,49.95,TX,2017-08-04,644,pay
645,12.95,AZ,2017-08-04,645,exp
646,38.85,CA,2017-08-04,646,pay
647,38.85,CA,2017-08-04,647,exp
648,38.85,VA,2017-08-04,648,pay
649,12.95,MN,2017-08-04,649,exp
650,12.95,FL,2017-08-04,650,pay
651,38.85,FL,2017-08-04,651,exp
652,12.95,OH,2017-08-04,652,pay
653,12.95,AZ,2017-08-04,653,exp
654,38.85,FL,2017-08-04,654,pay
655,12.95,GA,2017-08-04,655,exp
656,12.95,TX,2017-08-04,656,pay
657,12.95,GA,2017-08-04,657,exp
658,25.9,CA,2017-08-04,658,pay
659,12.95,MN,2017-08-04,659,exp
660,38.85,IL,2017-08-04,660,pay
661,12.95,CA,2017-08-04,661,exp
662,38.85,TX,2017-08-04,662,pay
663,12.95,AZ,2017-08-04,663,exp
664,38.85,FL,2017-08-04,664,pay
665,12.95,GA,2017-08-04,665,exp
666,12.95,UT,2017-08-04,666,pay
667,38.85,IL,2017-08-04,667,exp
668,12.95,TN,2017-08-04,668,pay
669,12.95,NH,2017-08-04,669,exp
670,12.95,MI,2017-08-04,670,pay
671,12.95,MA,2017-08-04,671,exp
672,12.95,MA,2017-08-04,672,pay
673,12.95,MA,2017-08-04,673,exp
674,12.95,MA,2017-08-04,674,pay
675,12.95,MA,2017-08-04,675,exp
676,12.95,MA,2017-08-04,676,pay
677,38.85,IN,2017-08-04,677,exp
678,12.95,AZ,2017-08-04,678,pay
679,12.95,WI,2017-08-04,679,exp
680,38.85,AK,2017-08-04,680,pay
681,38.85,VA,2017-08-04,681,exp
682,38.85,IL,2017-08-04,682,pay
683,10.36,FL,2017-08-04,683,exp
684,38.85,GA,2017-08-04,684,pay
685,38.85,MA,2017-08-04,685,exp
686,25.9,NC,2017-08-04,686,pay
687,12.95,TX,2017-08-04,687,exp
688,12.95,TX,2017-08-04,688,pay
689,12.95,FL,2017-08-04,689,exp
690,12.95,FL,2017-08-04,690,pay
691,38.85,MS,2017-08-04,691,exp
692,12.95,WI,2017-08-04,692,pay
693,12.95,NC,2017-08-04,693,exp
694,12.95,FL,2017-08-04,694,pay
695,38.85,WA,2017-08-04,695,exp
696,38.85,MA,2017-08-04,696,pay
697,10.36,CA,2017-08-04,697,exp
698,38.85,TX,2017-08-04,698,pay
699,34.95,FL,2017-08-04,699,exp
700,38.85,FL,2017-08-04,700,pay
701,38.85,NJ,2017-08-04,701,exp
702,12.95,VA,2017-08-04,702,pay
703,38.85,GA,2017-08-04,703,exp
704,12.95,FL,2017-08-04,704,pay
705,38.85,MD,2017-08-04,705,exp
706,12.95,CA,2017-08-04,706,pay
707,25.9,CA,2017-08-04,707,exp
708,10.36,CA,2017-08-04,708,pay
709,38.85,NE,2017-08-04,709,exp
710,12.95,NC,2017-08-04,710,pay
711,38.85,OH,2017-08-04,711,exp
712,12.95,CA,2017-08-04,712,pay
713,38.85,KY,2017-08-04,713,exp
714,38.85,MN,2017-08-04,714,pay
715,38.85,VA,2017-08-04,715,exp
716,38.85,IL,2017-08-04,716,pay
717,38.85,MI,2017-08-04,717,exp
718,38.85,TX,2017-08-04,718,pay
719,38.85,MI,2017-08-04,719,exp
720,38.85,CA,2017-08-04,720,pay
721,12.95,IL,2017-08-04,721,exp
722,49.95,MO,2017-08-04,722,pay
723,38.85,MA,2017-08-04,723,exp
724,9.99,MA,2017-08-04,724,pay
725,9.99,MA,2017-08-04,725,exp
726,9.99,MA,2017-08-04,726,pay
727,38.85,TN,2017-08-04,727,exp
728,38.85,MD,2017-08-04,728,pay
729,38.85,SC,2017-08-04,729,exp
730,38.85,NJ,2017-08-04,730,pay
731,38.85,VA,2017-08-04,731,exp
732,12.95,NY,2017-08-04,732,pay
733,12.95,GA,2017-08-04,733,exp
734,12.95,CA,2017-08-04,734,pay
735,11.65,GA,2017-08-04,735,exp
736,12.95,GA,2017-08-04,736,pay
737,31.08,FL,2017-08-04,737,exp
738,38.85,GA,2017-08-04,738,pay
739,38.85,OH,2017-08-04,739,exp
740,38.85,DC,2017-08-04,740,pay
741,12.95,WA,2017-08-04,741,exp
742,12.95,MO,2017-08-04,742,pay
743,12.95,CA,2017-08-04,743,exp
744,38.85,VA,2017-08-04,744,pay
745,38.85,IL,2017-08-04,745,exp
746,12.95,OR,2017-08-04,746,pay
747,49.95,CA,2017-08-04,747,exp
748,12.95,AR,2017-08-04,748,pay
749,12.95,AR,2017-08-04,749,exp
750,12.95,AR,2017-08-04,750,pay
751,12.95,AR,2017-08-04,751,exp
752,38.85,CA,2017-08-04,752,pay
753,10.36,CA,2017-08-04,753,exp
754,38.85,VA,2017-08-04,754,pay
755,12.95,AR,2017-08-04,755,exp
756,12.95,MD,2017-08-04,756,pay
757,12.95,AR,2017-08-04,757,exp
758,12.95,AR,2017-08-04,758,pay
759,12.95,AR,2017-08-04,759,exp
760,12.95,AR,2017-08-04,760,pay
761,25.9,AR,2017-08-04,761,exp
762,38.85,FL,2017-08-04,762,pay
763,38.85,NC,2017-08-04,763,exp
764,12.95,CA,2017-08-04,764,pay
765,12.95,NJ,2017-08-04,765,exp
766,12.95,NJ,2017-08-04,766,pay
767,12.95,WA,2017-08-04,767,exp
768,12.95,SC,2017-08-04,768,pay
769,12.95,SC,2017-08-04,769,exp
770,12.95,MD,2017-08-04,770,pay
771,38.85,CA,2017-08-04,771,exp
772,12.95,CA,2017-08-04,772,pay
773,38.85,CA,2017-08-04,773,exp
774,38.85,CA,2017-08-04,774,pay
775,12.95,CO,2017-08-04,775,exp
776,89.95,CA,2017-08-04,776,pay
777,38.85,GA,2017-08-04,777,exp
778,38.85,MA,2017-08-04,778,pay
779,12.95,AL,2017-08-04,779,exp
780,29.97,MA,2017-08-04,780,pay
781,25.9,NY,2017-08-04,781,exp
782,12.95,NY,2017-08-04,782,pay
783,12.95,TN,2017-08-04,783,exp
784,38.85,MN,2017-08-04,784,pay
785,12.95,AL,2017-08-04,785,exp
786,12.95,AZ,2017-08-04,786,pay
787,38.85,NC,2017-08-04,787,exp
788,12.95,FL,2017-08-04,788,pay
789,38.85,CA,2017-08-04,789,exp
790,12.95,CA,2017-08-04,790,pay
791,12.95,CA,2017-08-04,791,exp
792,12.95,CA,2017-08-04,792,pay
793,12.95,CA,2017-08-04,793,exp
794,12.95,MD,2017-08-04,794,pay
795,38.85,CA,2017-08-04,795,exp
796,38.85,CA,2017-08-04,796,pay
797,25.9,CA,2017-08-04,797,exp
798,38.85,NJ,2017-08-04,798,pay
799,12.95,IA,2017-08-04,799,exp
800,38.85,TX,2017-08-04,800,pay
801,29.97,MA,2017-08-04,801,exp
802,38.85,WA,2017-08-04,802,pay
803,38.85,TX,2017-08-04,803,exp
804,12.95,VA,2017-08-04,804,pay
805,38.85,DC,2017-08-04,805,exp
806,38.85,TX,2017-08-04,806,pay
807,12.95,GA,2017-08-04,807,exp
808,12.95,GA,2017-08-04,808,pay
809,12.95,IL,2017-08-04,809,exp
810,12.95,GA,2017-08-04,810,pay
811,38.85,MI,2017-08-04,811,exp
812,12.95,MI,2017-08-04,812,pay
813,12.95,FL,2017-08-04,813,exp
814,12.95,GA,2017-08-04,814,pay
815,12.95,MO,2017-08-04,815,exp
816,12.95,IL,2017-08-04,816,pay
817,25.9,CA,2017-08-04,817,exp
818,12.95,CA,2017-08-04,818,pay
819,25.9,CA,2017-08-04,819,exp
820,12.95,TX,2017-08-04,820,pay
821,38.85,CA,2017-08-04,821,exp
822,38.85,AL,2017-08-04,822,pay
823,38.85,CA,2017-08-04,823,exp
824,12.95,CA,2017-08-04,824,pay
825,12.95,NV,2017-08-04,825,exp
826,12.95,GA,2017-08-04,826,pay
827,38.85,CA,2017-08-04,827,exp
828,12.95,AL,2017-08-04,828,pay
829,38.85,OK,2017-08-04,829,exp
830,38.85,CA,2017-08-04,830,pay
831,25.9,OH,2017-08-04,831,exp
832,12.95,NV,2017-08-04,832,pay
833,12.95,NV,2017-08-04,833,exp
834,12.95,DE,2017-08-04,834,pay
835,38.85,WV,2017-08-04,835,exp
836,38.85,NE,2017-08-04,836,pay
837,38.85,NJ,2017-08-04,837,exp
838,12.95,NY,2017-08-04,838,pay
839,12.95,NY,2017-08-04,839,exp
840,38.85,OK,2017-08-04,840,pay
841,12.95,CA,2017-08-04,841,exp
842,38.85,OR,2017-08-04,842,pay
843,38.85,LA,2017-08-04,843,exp
844,12.95,GA,2017-08-04,844,pay
845,12.95,VA,2017-08-04,845,exp
846,12.95,AK,2017-08-04,846,pay
847,12.95,KY,2017-08-04,847,exp
848,38.85,WV,2017-08-04,848,pay
849,38.85,CA,2017-08-04,849,exp
850,38.85,IN,2017-08-04,850,pay
851,38.85,CA,2017-08-04,851,exp
852,38.85,NY,2017-08-04,852,pay
853,12.95,VA,2017-08-04,853,exp
854,12.95,NY,2017-08-04,854,pay
855,12.95,NY,2017-08-04,855,exp
856,38.85,FL,2017-08-04,856,pay
857,38.85,NY,2017-08-04,857,exp
858,38.85,CA,2017-08-04,858,pay
859,38.85,CA,2017-08-04,859,exp
860,12.95,CA,2017-08-04,860,pay
861,12.95,VA,2017-08-04,861,exp
862,25.9,VA,2017-08-04,862,pay
863,12.95,VA,2017-08-04,863,exp
864,12.95,CA,2017-08-04,864,pay
865,12.95,FL,2017-08-04,865,exp
866,12.95,CO,2017-08-04,866,pay
867,12.95,GA,2017-08-04,867,exp
868,12.95,TX,2017-08-04,868,pay
869,12.95,IN,2017-08-04,869,exp
870,12.95,OK,2017-08-04,870,pay
871,31.08,CO,2017-08-04,871,exp
872,25.9,NY,2017-08-04,872,pay
873,38.85,NC,2017-08-04,873,exp
874,12.95,FL,2017-08-04,874,pay
875,38.85,MD,2017-08-04,875,exp
876,12.95,FL,2017-08-04,876,pay
877,38.85,NC,2017-08-04,877,exp
878,10.36,IN,2017-08-04,878,pay
879,12.95,AR,2017-08-04,879,exp
880,12.95,CA,2017-08-04,880,pay
881,38.85,CA,2017-08-04,881,exp
882,12.95,MD,2017-08-04,882,pay
883,29.97,MA,2017-08-04,883,exp
884,38.85,MN,2017-08-04,884,pay
885,38.85,IA,2017-08-04,885,exp
886,38.85,GA,2017-08-04,886,pay
887,12.95,AZ,2017-08-04,887,exp
888,38.85,CA,2017-08-04,888,pay
889,31.08,NC,2017-08-04,889,exp
890,38.85,GA,2017-08-04,890,pay
891,38.85,MD,2017-08-04,891,exp
892,12.95,MA,2017-08-04,892,pay
893,38.85,CA,2017-08-04,893,exp
894,25.9,GA,2017-08-04,894,pay
895,12.95,GA,2017-08-04,895,exp
896,12.95,OR,2017-08-04,896,pay
897,12.95,FL,2017-08-04,897,exp
898,38.85,NV,2017-08-04,898,pay
899,12.95,WI,2017-08-04,899,exp
900,12.95,FL,2017-08-04,900,pay
901,25.9,TN,2017-08-04,901,exp
902,12.95,IN,2017-08-04,902,pay
903,12.95,MI,2017-08-04,903,exp
904,38.85,NY,2017-08-04,904,pay
905,38.85,CA,2017-08-04,905,exp
906,12.95,NY,2017-08-04,906,pay
907,12.95,FL,2017-08-04,907,exp
908,12.95,IA,2017-08-04,908,pay
909,12.95,GA,2017-08-04,909,exp
910,12.95,AR,2017-08-04,910,pay
911,38.85,TX,2017-08-04,911,exp
912,12.95,NY,2017-08-04,912,pay
913,12.95,CA,2017-08-04,913,exp
914,12.95,MN,2017-08-04,914,pay
915,12.95,KY,2017-08-04,915,exp
916,11.65,KY,2017-08-04,916,pay
917,31.08,FL,2017-08-04,917,exp
918,12.95,MA,2017-08-04,918,pay
919,12.95,WA,2017-08-04,919,exp
920,12.95,WI,2017-08-04,920,pay
921,25.9,NC,2017-08-04,921,exp
922,38.85,NY,2017-08-04,922,pay
923,23.3,OH,2017-08-04,923,exp
924,38.85,OH,2017-08-04,924,pay
925,38.85,FL,2017-08-04,925,exp
926,12.95,TX,2017-08-04,926,pay
927,25.9,CA,2017-08-04,927,exp
928,11.65,CT,2017-08-04,928,pay
929,25.9,TN,2017-08-04,929,exp
930,38.85,MA,2017-08-04,930,pay
931,38.85,AZ,2017-08-04,931,exp
932,12.95,PA,2017-08-04,932,pay
933,38.85,PA,2017-08-04,933,exp
934,38.85,VA,2017-08-04,934,pay
935,12.95,WA,2017-08-04,935,exp
936,12.95,GA,2017-08-04,936,pay
937,36.26,NY,2017-08-04,937,exp
938,12.95,MI,2017-08-04,938,pay
939,12.95,OK,2017-08-04,939,exp
940,38.85,KY,2017-08-04,940,pay
941,12.95,AZ,2017-08-04,941,exp
942,0.01,MD,2017-08-04,942,pay
943,0.01,MD,2017-08-04,943,exp
944,38.85,GA,2017-08-04,944,pay
945,12.95,GA,2017-08-04,945,exp
946,12.95,MD,2017-08-04,946,pay
947,38.85,MD,2017-08-04,947,exp
948,24.95,CA,2017-08-04,948,pay
949,38.85,OH,2017-08-04,949,exp
950,38.85,CA,2017-08-04,950,pay
951,12.95,TX,2017-08-04,951,exp
952,38.85,FL,2017-08-04,952,pay
953,12.95,TX,2017-08-04,953,exp
954,12.95,TX,2017-08-04,954,pay
955,12.95,CA,2017-08-04,955,exp
956,38.85,CT,2017-08-04,956,pay
957,12.95,NC,2017-08-04,957,exp
958,38.85,NY,2017-08-04,958,pay
959,25.9,IN,2017-08-04,959,exp
960,38.85,NC,2017-08-04,960,pay
961,25.9,TX,2017-08-04,961,exp
962,38.85,KY,2017-08-04,962,pay
963,38.85,CA,2017-08-04,963,exp
964,38.85,NY,2017-08-04,964,pay
965,10.36,NY,2017-08-04,965,exp
966,38.85,CO,2017-08-04,966,pay
967,12.95,CA,2017-08-04,967,exp
968,12.95,TN,2017-08-04,968,pay
969,38.85,TX,2017-08-04,969,exp
970,12.95,NY,2017-08-04,970,pay
971,10.36,NY,2017-08-04,971,exp
972,12.95,GA,2017-08-04,972,pay
973,12.95,WA,2017-08-04,973,exp
974,20.72,WA,2017-08-04,974,pay
975,38.85,TN,2017-08-04,975,exp
976,12.95,NY,2017-08-04,976,pay
977,12.95,TX,2017-08-04,977,exp
978,38.85,PA,2017-08-04,978,pay
979,12.95,TN,2017-08-04,979,exp
980,20.72,WA,2017-08-04,980,pay
981,12.95,TX,2017-08-04,981,exp
982,12.95,MD,2017-08-04,982,pay
983,38.85,MD,2017-08-04,983,exp
984,38.85,CA,2017-08-04,984,pay
985,12.95,TX,2017-08-04,985,exp
986,38.85,CA,2017-08-04,986,pay
987,12.95,NC,2017-08-04,987,exp
988,38.85,NC,2017-08-04,988,pay
989,12.95,OH,2017-08-04,989,exp
990,38.85,WV,2017-08-04,990,pay
