amount,total
24.64,860.74
52.4,860.74
24.36,860.74
46.18,860.74
50.64,860.74
15.9,860.74
32.72,860.74
9.77,860.74
22.42,860.74
62.46,860.74
62.32,860.74
32.77,868.05
54.09,868.05
4.27,868.05
34.48,868.05
53.66,868.05
19.86,868.05
39.02,868.05
4.02,868.05
1.82,868.05
180.15,868.05
30.05,868.05
37.98,868.05
31.04,868.05
19.63,868.05
5,868.05
22.79,868.05
24.85,868.05
82.49,868.05
15.54,868.05
17.64,868.05
5.25,868.05
6.75,868.05
24.46,868.05
42.62,868.05
28.76,868.05
49.06,868.05
113.41,506.81
114.13,506.81
58,506.81
159.74,506.81
61.53,506.81
22.82,864.62
21.51,864.62
17.06,864.62
21.42,864.62
28.21,864.62
54.18,864.62
28.77,864.62
57,864.62
51.07,864.62
14.29,864.62
40.48,864.62
20.8,864.62
13.07,864.62
55.77,864.62
13.49,864.62
35.4,864.62
1.12,864.62
22.77,864.62
35.69,864.62
32.09,864.62
92.63,864.62
20.18,864.62
46.94,864.62
20.41,864.62
20.49,864.62
0.65,864.62
44.51,864.62
9.93,864.62
21.87,864.62
47.01,237.52
190.51,237.52
34.35,777.64
10.31,777.64
8.84,777.64
53.37,777.64
54.9,777.64
19.51,777.64
13,777.64
78.43,777.64
7.69,777.64
25.88,777.64
92.59,777.64
16.75,777.64
15.25,777.64
20.19,777.64
40.18,777.64
0.05,777.64
30.44,777.64
25.69,777.64
25.67,777.64
5.65,777.64
21.18,777.64
11.14,777.64
29.53,777.64
2.22,777.64
1.11,777.64
68.17,777.64
8.23,777.64
32.84,777.64
24.48,777.64
27.38,259.84
145.6,259.84
86.86,259.84
65.87,65.87
71.15,252.64
181.49,252.64
0.23,845.92
28.59,845.92
22.76,845.92
15.71,845.92
36.36,845.92
8.28,845.92
11.15,845.92
24.35,845.92
14.24,845.92
19.77,845.92
43.23,845.92
49.27,845.92
16.57,845.92
21.29,845.92
7.36,845.92
26.59,845.92
13.78,845.92
37.33,845.92
34.79,845.92
187.47,845.92
32,845.92
50.73,845.92
31.68,845.92
50.77,845.92
19.08,845.92
12.33,845.92
16.98,845.92
13.23,845.92
33.98,901.02
7.1,901.02
66.27,901.02
9.08,901.02
55.45,901.02
14.65,901.02
46.31,901.02
13.81,901.02
26.01,901.02
26.23,901.02
53.98,901.02
29.03,901.02
54.77,901.02
31.93,901.02
42.13,901.02
23.01,901.02
46.95,901.02
17.37,901.02
10.59,901.02
59.34,901.02
30.7,901.02
13.49,901.02
9.84,901.02
12.84,901.02
23.13,901.02
32.33,901.02
16.01,901.02
35.91,901.02
58.78,901.02
254.84,254.84
35.46,626.92
36.09,626.92
14.78,626.92
41.2,626.92
55,626.92
42.57,626.92
35.25,626.92
23.38,626.92
56.81,626.92
28.37,626.92
22.95,626.92
1.03,626.92
30.78,626.92
1.96,626.92
3.08,626.92
20.38,626.92
6.42,626.92
11.36,626.92
8.62,626.92
31.62,626.92
38.15,626.92
0.73,626.92
22.97,626.92
36.79,626.92
9.81,626.92
4.03,626.92
7.33,626.92
1.89,770.86
12.54,770.86
22.14,770.86
40.16,770.86
28.47,770.86
17.29,770.86
10.41,770.86
27.87,770.86
4.6,770.86
29.83,770.86
20.41,770.86
39.21,770.86
15.34,770.86
32.28,770.86
9.41,770.86
39.94,770.86
28.22,770.86
14.05,770.86
56.91,770.86
33.93,770.86
32.7,770.86
19.66,770.86
35.77,770.86
6.85,770.86
24.47,770.86
12.94,770.86
153.57,770.86
48.22,48.22
46.67,912.99
68.16,912.99
24.24,912.99
34.57,912.99
0.99,912.99
43.58,912.99
26.68,912.99
41.3,912.99
14.61,912.99
28.3,912.99
17.47,912.99
27.78,912.99
4.42,912.99
18.99,912.99
32.04,912.99
26.49,912.99
28.02,912.99
48.29,912.99
73.57,912.99
61.06,912.99
41.72,912.99
26.1,912.99
13.66,912.99
140.28,912.99
24,912.99
76.47,122.98
46.51,122.98
52.38,52.38
44.32,1097.71
40.1,1097.71
2.34,1097.71
16.59,1097.71
21.13,1097.71
66.75,1097.71
2.3,1097.71
22.24,1097.71
45.73,1097.71
27.25,1097.71
26.14,1097.71
62.8,1097.71
37.36,1097.71
8.6,1097.71
36.41,1097.71
8.79,1097.71
32.81,1097.71
34.03,1097.71
75.27,1097.71
45.14,1097.71
48.02,1097.71
31.39,1097.71
11.14,1097.71
32.02,1097.71
54.82,1097.71
10.44,1097.71
50.45,1097.71
127.76,1097.71
22.85,1097.71
52.72,1097.71
4.33,936.24
3.88,936.24
26.86,936.24
27.2,936.24
298.84,936.24
12.88,936.24
13.14,936.24
34.87,936.24
26.22,936.24
12.83,936.24
8.07,936.24
58.86,936.24
24.08,936.24
35.1,936.24
15.05,936.24
16.56,936.24
20.15,936.24
35.88,936.24
12.76,936.24
19.7,936.24
25.26,936.24
14.19,936.24
13.05,936.24
34.04,936.24
38.17,936.24
30.29,936.24
11.56,936.24
26.52,936.24
35.9,936.24
7.56,7.56
172.4,981.39
1.9,981.39
9.65,981.39
140.59,981.39
52.99,981.39
39.49,981.39
18.3,981.39
1.09,981.39
12.74,981.39
21.97,981.39
41.22,981.39
43.62,981.39
11.26,981.39
30.89,981.39
56.66,981.39
57.25,981.39
10.78,981.39
35.21,981.39
20.26,981.39
30.2,981.39
28.58,981.39
26,981.39
38.65,981.39
30.75,981.39
18.71,981.39
4.17,981.39
17.77,981.39
8.29,981.39
9,827.4
5.72,827.4
10.64,827.4
33.64,827.4
92.23,827.4
49.91,827.4
46.12,827.4
10.54,827.4
23.73,827.4
2.37,827.4
48.87,827.4
11.19,827.4
38.48,827.4
23.77,827.4
46.54,827.4
26.76,827.4
19.22,827.4
36.36,827.4
30.09,827.4
77.25,827.4
17.9,827.4
29.68,827.4
46.91,827.4
26.69,827.4
47.19,827.4
3.27,827.4
13.33,827.4
25.94,363.39
195.76,363.39
141.69,363.39
55.55,614.39
10.04,614.39
37.29,614.39
0.29,614.39
6.01,614.39
14.72,614.39
34.45,614.39
8.5,614.39
42.77,614.39
25.58,614.39
10.86,614.39
11.56,614.39
35.61,614.39
22.34,614.39
43.39,614.39
22.34,614.39
1.97,614.39
16.72,614.39
40.67,614.39
19.41,614.39
8.09,614.39
52.23,614.39
22.03,614.39
25.83,614.39
46.14,614.39
16.47,1213.51
43.88,1213.51
52.01,1213.51
59.58,1213.51
26.33,1213.51
35.42,1213.51
164.46,1213.51
73.91,1213.51
11.93,1213.51
0.71,1213.51
1.15,1213.51
170.34,1213.51
18.8,1213.51
13.09,1213.51
14.39,1213.51
0.37,1213.51
36.3,1213.51
34.58,1213.51
41.21,1213.51
40.57,1213.51
51.32,1213.51
26.66,1213.51
0.49,1213.51
0.02,1213.51
207.45,1213.51
3.62,1213.51
53.3,1213.51
15.15,1213.51
132.12,806.09
215.47,806.09
269.05,806.09
36.1,806.09
66.31,806.09
47.21,806.09
16.09,806.09
4.3,806.09
19.44,806.09
2.15,519.52
57.52,519.52
5.22,519.52
25.32,519.52
20.67,519.52
3.25,519.52
11.28,519.52
29.98,519.52
4.75,519.52
13.23,519.52
31.2,519.52
18.06,519.52
10.36,519.52
8.79,519.52
4.76,519.52
7.87,519.52
50.32,519.52
6.24,519.52
21.91,519.52
14.58,519.52
15.71,519.52
3.22,519.52
10.55,519.52
46.34,519.52
83.89,519.52
12.35,519.52
427.28,18259.8
3333.31,18259.8
384.11,18259.8
17.57,18259.8
760.81,18259.8
396.92,18259.8
279.76,18259.8
127.05,18259.8
362.29,18259.8
335.37,18259.8
106.4,18259.8
668.03,18259.8
107.89,18259.8
24.67,18259.8
607.85,18259.8
161.08,18259.8
302.06,18259.8
435.88,18259.8
288.2,18259.8
102.36,18259.8
506.24,18259.8
95.99,18259.8
87.69,18259.8
553.64,18259.8
343.4,18259.8
342.09,18259.8
302.15,18259.8
465.25,18259.8
101.28,18259.8
1100.9,18259.8
2321.67,18259.8
461.65,18259.8
254.56,18259.8
577.79,18259.8
176.07,18259.8
334.3,18259.8
32.84,18259.8
720.74,18259.8
222.09,18259.8
30.57,18259.8
20.5,4588.22
134.17,4588.22
145.54,4588.22
212.62,4588.22
246.23,4588.22
83.02,4588.22
3612.92,4588.22
133.22,4588.22
97.07,247.68
18.66,247.68
131.95,247.68
35.78,856.08
18.03,856.08
5.32,856.08
7.65,856.08
23.03,856.08
36.79,856.08
19.9,856.08
26.81,856.08
32.68,856.08
12.34,856.08
41.51,856.08
42.44,856.08
26.24,856.08
51.07,856.08
39.29,856.08
53.2,856.08
42.86,856.08
30.77,856.08
42.86,856.08
21.04,856.08
31.06,856.08
41.15,856.08
14.83,856.08
19.59,856.08
15.04,856.08
1.55,856.08
30.5,856.08
15.21,856.08
49.49,856.08
28.05,856.08
29.19,616.15
40.18,616.15
7.25,616.15
1.89,616.15
10.53,616.15
45.41,616.15
31.31,616.15
36.03,616.15
33.3,616.15
21.1,616.15
42.39,616.15
17.46,616.15
19.49,616.15
32.17,616.15
6.3,616.15
0.03,616.15
14.12,616.15
31.95,616.15
43.52,616.15
1.23,616.15
25.62,616.15
52.01,616.15
14.96,616.15
29.41,616.15
29.3,616.15
25.84,25.84
16.7,798.94
21.71,798.94
15.54,798.94
49.19,798.94
12.91,798.94
9.86,798.94
8.44,798.94
60.68,798.94
22.39,798.94
18.71,798.94
24,798.94
28.64,798.94
29.3,798.94
30.97,798.94
24.78,798.94
16.43,798.94
32.09,798.94
11.72,798.94
43.93,798.94
6.01,798.94
38.92,798.94
1.86,798.94
26.69,798.94
35.98,798.94
44.94,798.94
78.34,798.94
42.5,798.94
24.98,798.94
20.73,798.94
23.77,561.93
0.32,561.93
20.28,561.93
10.99,561.93
10.56,561.93
44.58,561.93
22.07,561.93
10.34,561.93
17.79,561.93
1.45,561.93
3.4,561.93
25.14,561.93
35.15,561.93
23.67,561.93
118.2,561.93
39.9,561.93
25.78,561.93
82.02,561.93
43.93,561.93
2.59,561.93
64.67,183.19
39.32,183.19
12.05,183.19
34.21,183.19
7.21,183.19
25.73,183.19
6.73,634.66
3.32,634.66
41.24,634.66
34.31,634.66
29.1,634.66
37.21,634.66
15.07,634.66
7.19,634.66
47.22,634.66
5.06,634.66
3.48,634.66
13.35,634.66
50.27,634.66
14.25,634.66
4.59,634.66
6.57,634.66
64.69,634.66
53.43,634.66
19.54,634.66
10.78,634.66
40.14,634.66
16.33,634.66
7.62,634.66
3.82,634.66
63.9,634.66
23.71,634.66
3.84,634.66
7.9,634.66
14.89,697.94
6.01,697.94
68.39,697.94
11.07,697.94
15.84,697.94
63.25,697.94
21.33,697.94
23.34,697.94
5.44,697.94
53.78,697.94
51.17,697.94
25.49,697.94
28.28,697.94
5.75,697.94
28.18,697.94
0.04,697.94
3.99,697.94
17.73,697.94
20.23,697.94
17.48,697.94
3.37,697.94
52.5,697.94
18.39,697.94
15.4,697.94
51.31,697.94
48.64,697.94
26.65,697.94
82.8,4170.57
37.79,4170.57
5.28,4170.57
0.14,4170.57
30.45,4170.57
121.22,4170.57
4.7,4170.57
2.86,4170.57
4.23,4170.57
41.06,4170.57
202.42,4170.57
53.06,4170.57
36.81,4170.57
24.63,4170.57
247.56,4170.57
12.69,4170.57
3.69,4170.57
29.51,4170.57
20.56,4170.57
2909.61,4170.57
4.36,4170.57
18.34,4170.57
64.4,4170.57
42.98,4170.57
21.79,4170.57
63.24,4170.57
1.94,4170.57
26.05,4170.57
18.4,4170.57
18.69,4170.57
5.65,4170.57
13.66,4170.57
24.01,579.27
36.88,579.27
14.38,579.27
15.55,579.27
4.57,579.27
3.24,579.27
15.41,579.27
12.32,579.27
22.74,579.27
21.96,579.27
29.46,579.27
23.4,579.27
16.13,579.27
49.57,579.27
16.43,579.27
38.95,579.27
6.15,579.27
1.32,579.27
20.16,579.27
4.1,579.27
22.06,579.27
56.16,579.27
27.17,579.27
97.15,579.27
48.69,732.98
50.99,732.98
42.18,732.98
28.19,732.98
6.33,732.98
27.63,732.98
43.99,732.98
28.27,732.98
79.14,732.98
11.1,732.98
65.18,732.98
39.8,732.98
21.5,732.98
34.54,732.98
3.04,732.98
45.11,732.98
12.85,732.98
43.28,732.98
49.89,732.98
2.43,732.98
20.1,732.98
5.84,732.98
3.91,732.98
19,732.98
26.11,1006.58
22.93,1006.58
16.27,1006.58
36.72,1006.58
50.76,1006.58
22.2,1006.58
32.64,1006.58
47.25,1006.58
63.02,1006.58
5.31,1006.58
32.21,1006.58
22.66,1006.58
5.29,1006.58
16.89,1006.58
58.36,1006.58
89.6,1006.58
45.31,1006.58
17.61,1006.58
23.95,1006.58
25.54,1006.58
61.69,1006.58
48.02,1006.58
20.24,1006.58
4.16,1006.58
43.28,1006.58
38.19,1006.58
34.06,1006.58
34.6,1006.58
37.26,1006.58
24.45,1006.58
30.04,4990.98
586.05,4990.98
447.53,4990.98
141.63,4990.98
3611.11,4990.98
174.62,4990.98
15.27,810.59
26.98,810.59
14.15,810.59
5.66,810.59
15.09,810.59
26.42,810.59
41.66,810.59
2.2,810.59
36.42,810.59
61.09,810.59
44.73,810.59
37.88,810.59
4.51,810.59
47.57,810.59
44.66,810.59
23.66,810.59
5.33,810.59
295.18,810.59
8.63,810.59
25.68,810.59
21.85,810.59
5.97,810.59
2.21,871.95
43.75,871.95
24.52,871.95
13.44,871.95
2.52,871.95
37.27,871.95
42.43,871.95
29.28,871.95
13.32,871.95
81.14,871.95
35.05,871.95
1.5,871.95
41.41,871.95
31.32,871.95
171.03,871.95
57.35,871.95
17.36,871.95
55.09,871.95
5.3,871.95
25.47,871.95
11.24,871.95
12.23,871.95
36.31,871.95
20.59,871.95
16.06,871.95
11.76,871.95
33,871.95
37.41,538.54
7.02,538.54
49.65,538.54
67.21,538.54
157.14,538.54
79.83,538.54
45.4,538.54
63.54,538.54
31.34,538.54
0.61,435.23
37.3,435.23
34.04,435.23
7.12,435.23
7.36,435.23
21.91,435.23
7.07,435.23
48.2,435.23
37.87,435.23
36.79,435.23
0.49,435.23
20.78,435.23
29.59,435.23
19.89,435.23
0.07,435.23
48.55,435.23
20.22,435.23
32.59,435.23
13.67,435.23
1.66,435.23
9.45,435.23
17.39,832.39
23,832.39
26.74,832.39
8.19,832.39
44.72,832.39
102.88,832.39
39.48,832.39
6.43,832.39
7.78,832.39
25.78,832.39
46.54,832.39
26.34,832.39
2.57,832.39
21.44,832.39
32.36,832.39
49.71,832.39
42.45,832.39
1.7,832.39
45.9,832.39
4.97,832.39
46.15,832.39
40.29,832.39
31.42,832.39
33.33,832.39
35.51,832.39
28.08,832.39
16.66,832.39
24.58,832.39
32.39,910.21
13.09,910.21
52.68,910.21
5.92,910.21
31.99,910.21
31.22,910.21
19.03,910.21
18.27,910.21
1.43,910.21
37.38,910.21
48.51,910.21
16.47,910.21
26.19,910.21
11.78,910.21
33.87,910.21
176.26,910.21
56.5,910.21
1.47,910.21
41.53,910.21
13.84,910.21
21,910.21
25.71,910.21
53.17,910.21
17.03,910.21
64.94,910.21
38.19,910.21
17.84,910.21
2.51,910.21
87.51,849.12
34.84,849.12
11.03,849.12
36.16,849.12
12.1,849.12
14.81,849.12
38.32,849.12
8.89,849.12
32.21,849.12
14.34,849.12
19.8,849.12
4.47,849.12
36.84,849.12
44.04,849.12
58.36,849.12
50.12,849.12
13.88,849.12
19.04,849.12
15.96,849.12
30.72,849.12
37.29,849.12
16.4,849.12
43.06,849.12
50.95,849.12
43.44,849.12
42.97,849.12
11.98,849.12
19.59,849.12
14.35,712.54
29.98,712.54
7.89,712.54
38.01,712.54
21.08,712.54
60.03,712.54
17.91,712.54
45.48,712.54
4.4,712.54
6.02,712.54
5.38,712.54
10.54,712.54
2.12,712.54
69.39,712.54
35.02,712.54
45.63,712.54
30.3,712.54
4.98,712.54
14.02,712.54
15.56,712.54
8.68,712.54
15.1,712.54
2.04,712.54
131.63,712.54
3.66,712.54
12.96,712.54
20.3,712.54
40.08,712.54
25.69,814.65
7.32,814.65
23.05,814.65
11.88,814.65
14.35,814.65
36.27,814.65
14.4,814.65
37.79,814.65
59.01,814.65
18.26,814.65
42.31,814.65
22.08,814.65
40.77,814.65
2.31,814.65
3.43,814.65
31.01,814.65
62.29,814.65
21.86,814.65
8.07,814.65
50.88,814.65
35.21,814.65
16.1,814.65
9.06,814.65
34.67,814.65
57.86,814.65
3.48,814.65
82.05,814.65
25.53,814.65
0.3,814.65
17.36,814.65
34.95,711.22
17.97,711.22
22,711.22
39.93,711.22
51.77,711.22
5.95,711.22
1.03,711.22
2.48,711.22
18.49,711.22
6.18,711.22
29.51,711.22
35.1,711.22
8.68,711.22
60.76,711.22
14.48,711.22
0.16,711.22
28.12,711.22
6.03,711.22
38.14,711.22
0.74,711.22
17.89,711.22
13.23,711.22
34.69,711.22
48.16,711.22
51.9,711.22
20.31,711.22
37.21,711.22
65.36,711.22
1.57,820.95
12.64,820.95
6.85,820.95
34.98,820.95
33.31,820.95
6.05,820.95
15.43,820.95
5.07,820.95
8.45,820.95
58.07,820.95
12.31,820.95
11.12,820.95
74.11,820.95
43.68,820.95
16.2,820.95
57.06,820.95
4.64,820.95
12.37,820.95
54.44,820.95
5.16,820.95
37.7,820.95
32.32,820.95
4.42,820.95
50.06,820.95
18.41,820.95
11.71,820.95
88.62,820.95
62.29,820.95
1.55,820.95
40.36,820.95
60.73,916.52
29.02,916.52
8.63,916.52
20.97,916.52
27.91,916.52
16.6,916.52
58.18,916.52
61.27,916.52
28.07,916.52
60.59,916.52
10.87,916.52
26.23,916.52
44.02,916.52
20.16,916.52
34.62,916.52
44.81,916.52
11.92,916.52
0.35,916.52
38.66,916.52
9.98,916.52
36.36,916.52
35.03,916.52
32.27,916.52
71.88,916.52
127.39,916.52
20.32,884.89
35.21,884.89
10.76,884.89
58.56,884.89
31.2,884.89
56.38,884.89
29.23,884.89
30.2,884.89
48.79,884.89
1.41,884.89
43.06,884.89
33.73,884.89
35.6,884.89
46.8,884.89
34.25,884.89
31.43,884.89
46.8,884.89
29.94,884.89
30.2,884.89
6.65,884.89
12.16,884.89
35.91,884.89
29.99,884.89
16.62,884.89
33.36,884.89
49.6,884.89
46.73,884.89
49,875.65
11.96,875.65
14.95,875.65
22.79,875.65
22.04,875.65
8.89,875.65
76.37,875.65
29.75,875.65
50.2,875.65
59.72,875.65
37.71,875.65
71.09,875.65
45.87,875.65
59.56,875.65
27.09,875.65
79.5,875.65
48.18,875.65
33.4,875.65
53.89,875.65
38.32,875.65
2.81,875.65
22,875.65
8.89,875.65
1.67,875.65
14.03,312.71
75.89,312.71
222.79,312.71
8.39,675.96
20.83,675.96
59.42,675.96
2.61,675.96
2.02,675.96
26.49,675.96
25.74,675.96
12.26,675.96
6.87,675.96
1.32,675.96
15.15,675.96
26.66,675.96
32.48,675.96
31.73,675.96
53.5,675.96
43.46,675.96
23.08,675.96
45.19,675.96
19.86,675.96
11.4,675.96
23.73,675.96
41.69,675.96
8.16,675.96
34.22,675.96
9.98,675.96
42.58,675.96
24.54,675.96
22.6,675.96
47.16,1085.48
35.4,1085.48
59.83,1085.48
5.9,1085.48
47.2,1085.48
35.08,1085.48
30.73,1085.48
118.66,1085.48
51.98,1085.48
42.27,1085.48
27.82,1085.48
16.42,1085.48
67.66,1085.48
72.53,1085.48
39.49,1085.48
42.2,1085.48
22.42,1085.48
25.3,1085.48
52.13,1085.48
33.06,1085.48
4.25,1085.48
47.78,1085.48
49.88,1085.48
2.94,1085.48
34.83,1085.48
11.21,1085.48
51.65,1085.48
9.7,1085.48
47.07,641.39
1.8,641.39
27,641.39
45.37,641.39
12.02,641.39
18.52,641.39
33.66,641.39
2.67,641.39
14.45,641.39
61.62,641.39
27.8,641.39
48.83,641.39
13.36,641.39
14.65,641.39
2.27,641.39
15.91,641.39
13.78,641.39
6.65,641.39
22.58,641.39
10.13,641.39
11.95,641.39
19.71,641.39
58.71,641.39
28.06,641.39
38.72,641.39
6.71,641.39
10.67,641.39
26.72,641.39
48.61,955.02
35.36,955.02
133.96,955.02
27.47,955.02
39.8,955.02
49.02,955.02
18.81,955.02
73.46,955.02
6.05,955.02
18.49,955.02
25.22,955.02
38.7,955.02
90.02,955.02
9.66,955.02
57.43,955.02
8.86,955.02
25.42,955.02
39.23,955.02
5.14,955.02
21.31,955.02
26.35,955.02
10.53,955.02
34.11,955.02
12.32,955.02
14.6,955.02
6.79,955.02
17.6,955.02
21.51,955.02
39.19,955.02
15.75,15.75
11.27,839.8
26.33,839.8
9.42,839.8
2.88,839.8
37.19,839.8
27.31,839.8
28.53,839.8
35.59,839.8
51.86,839.8
52.81,839.8
72.75,839.8
35.47,839.8
68.13,839.8
10.46,839.8
24.14,839.8
33.5,839.8
19.48,839.8
30.05,839.8
0.06,839.8
64.23,839.8
43.14,839.8
53.89,839.8
21.69,839.8
8.14,839.8
63.87,839.8
6.79,839.8
0.82,839.8
12.53,622.67
14.54,622.67
13.74,622.67
31.8,622.67
23.91,622.67
27.71,622.67
21.24,622.67
17.21,622.67
16.26,622.67
38.45,622.67
34.02,622.67
6.18,622.67
34.12,622.67
20.81,622.67
5.95,622.67
35.33,622.67
24.36,622.67
5.51,622.67
15.74,622.67
20.74,622.67
46.54,622.67
29.49,622.67
46.26,622.67
3.02,622.67
21.31,622.67
2.74,622.67
2.75,622.67
50.41,622.67
18.74,756.56
24.43,756.56
5.72,756.56
47.12,756.56
1.66,756.56
23.47,756.56
29.73,756.56
43.64,756.56
26.92,756.56
19.61,756.56
5.6,756.56
32.08,756.56
27.78,756.56
3,756.56
62.67,756.56
6.74,756.56
40.27,756.56
25.88,756.56
7.03,756.56
21.57,756.56
31.23,756.56
17.52,756.56
49.28,756.56
62.78,756.56
43.67,756.56
8.35,756.56
26.76,756.56
43.31,756.56
40.38,40.38
125.15,608.55
267.55,608.55
135.72,608.55
19.43,608.55
60.7,608.55
24.15,1018.19
11.21,1018.19
7.54,1018.19
38.97,1018.19
31.74,1018.19
5.97,1018.19
19.85,1018.19
8.21,1018.19
52.77,1018.19
32.62,1018.19
81.26,1018.19
24.57,1018.19
41.38,1018.19
61.77,1018.19
37.45,1018.19
3.22,1018.19
12.62,1018.19
196.69,1018.19
12.06,1018.19
37.51,1018.19
22.15,1018.19
4.35,1018.19
33.84,1018.19
44.11,1018.19
61.14,1018.19
35.97,1018.19
10.7,1018.19
30.74,1018.19
33.63,1018.19
14.89,823.26
29.26,823.26
7.44,823.26
30.16,823.26
19.35,823.26
26.16,823.26
40.66,823.26
13.32,823.26
58.26,823.26
39.55,823.26
39.75,823.26
31.38,823.26
11.11,823.26
14.2,823.26
10.28,823.26
7.08,823.26
15.58,823.26
6.79,823.26
60.88,823.26
116.07,823.26
39.3,823.26
32.2,823.26
44.9,823.26
23.39,823.26
50.87,823.26
1.18,823.26
18.18,823.26
7.09,823.26
4.4,823.26
9.58,823.26
51.1,826.45
11.21,826.45
36.01,826.45
93.34,826.45
33.39,826.45
38.68,826.45
65,826.45
15.48,826.45
24.23,826.45
4.86,826.45
17.42,826.45
8.08,826.45
36.45,826.45
34.79,826.45
47.31,826.45
12.96,826.45
21.51,826.45
49.45,826.45
10.69,826.45
63.2,826.45
28.11,826.45
27.93,826.45
24.54,826.45
24.15,826.45
40.19,826.45
6.37,826.45
29.56,579.1
7.9,579.1
12.64,579.1
62.53,579.1
53.41,579.1
4.47,579.1
31.84,579.1
49.48,579.1
47.16,579.1
80.69,579.1
25.96,579.1
31.75,579.1
39.23,579.1
50.47,579.1
16.25,579.1
35.76,579.1
7.75,768.15
3.81,768.15
15.1,768.15
45.62,768.15
24.14,768.15
45.38,768.15
5.14,768.15
39.93,768.15
33.8,768.15
8.56,768.15
89.33,768.15
74.88,768.15
10.2,768.15
33.49,768.15
16.55,768.15
41.79,768.15
14.97,768.15
23.43,768.15
53.68,768.15
20.48,768.15
17.54,768.15
18.04,768.15
8.1,768.15
46.04,768.15
24.89,768.15
22.34,768.15
23.17,768.15
28.44,649.94
16.07,649.94
12.54,649.94
27.84,649.94
4.46,649.94
28.98,649.94
1.07,649.94
40.75,649.94
48.3,649.94
14.38,649.94
44.94,649.94
56.49,649.94
28.99,649.94
37.45,649.94
117.01,649.94
26.11,649.94
116.12,649.94
41.09,782.31
30.57,782.31
59.75,782.31
11.24,782.31
12.53,782.31
29.39,782.31
33.65,782.31
51.27,782.31
29.58,782.31
14.57,782.31
21.84,782.31
18.07,782.31
6.16,782.31
35.73,782.31
29.73,782.31
34.18,782.31
8.39,782.31
1.66,782.31
33.91,782.31
40.18,782.31
12.26,782.31
18.98,782.31
37.68,782.31
36.83,782.31
16.59,782.31
0.76,782.31
26.92,782.31
36.01,782.31
29.32,782.31
23.47,782.31
87.64,844.19
64.61,844.19
43.41,844.19
0.19,844.19
44.51,844.19
21.99,844.19
13.19,844.19
25.38,844.19
36.35,844.19
6.45,844.19
12.52,844.19
47.25,844.19
64.33,844.19
2.53,844.19
32.1,844.19
1.41,844.19
54.67,844.19
20.39,844.19
3.89,844.19
8.27,844.19
142.67,844.19
110.44,844.19
12.1,802.65
29.2,802.65
22.88,802.65
48.97,802.65
9.59,802.65
6.2,802.65
41.35,802.65
20.17,802.65
37,802.65
71.29,802.65
15.85,802.65
3.65,802.65
16.1,802.65
33.68,802.65
92.12,802.65
50.58,802.65
34.51,802.65
34.58,802.65
17.11,802.65
42.04,802.65
1.13,802.65
0.16,802.65
32.69,802.65
37.98,802.65
26.35,802.65
44.65,802.65
0.41,802.65
19.35,802.65
0.96,802.65
47.93,687.13
32.9,687.13
7.09,687.13
78.04,687.13
29.91,687.13
34.45,687.13
52.63,687.13
52.56,687.13
8.58,687.13
23.03,687.13
77.83,687.13
25.99,687.13
7.41,687.13
29.65,687.13
35.52,687.13
8.63,687.13
17.63,687.13
29.68,687.13
15.18,687.13
9.89,687.13
8.22,687.13
2.88,687.13
11.01,687.13
15.24,687.13
13.04,687.13
12.21,687.13
7.88,920.61
22.46,920.61
41.62,920.61
21.22,920.61
48.2,920.61
45.03,920.61
16.58,920.61
11.08,920.61
24.13,920.61
18.01,920.61
46.19,920.61
2.58,920.61
29.86,920.61
19.13,920.61
37.29,920.61
19.42,920.61
43.81,920.61
96.9,920.61
1.98,920.61
62.04,920.61
23.25,920.61
27.56,920.61
17.49,920.61
84.57,920.61
19.94,920.61
51.01,920.61
11.63,920.61
36.14,920.61
33.61,920.61
11.99,989.61
24.63,989.61
57.31,989.61
32.73,989.61
62,989.61
59.94,989.61
35.56,989.61
80.3,989.61
48.67,989.61
29.58,989.61
37.94,989.61
14.86,989.61
15.66,989.61
15.96,989.61
17.9,989.61
29.3,989.61
67.58,989.61
22.2,989.61
59.56,989.61
62.76,989.61
35.29,989.61
42.02,989.61
34.02,989.61
49.22,989.61
20.64,989.61
21.99,989.61
223.42,248.08
24.66,248.08
24.44,835.25
43.94,835.25
32.77,835.25
2.03,835.25
39.14,835.25
6.55,835.25
23.41,835.25
23.57,835.25
47.93,835.25
16.11,835.25
50.42,835.25
21.78,835.25
14.65,835.25
35.33,835.25
68.79,835.25
13.26,835.25
12.34,835.25
16.64,835.25
1.59,835.25
42.62,835.25
50.21,835.25
45.54,835.25
29.3,835.25
11.69,835.25
56.32,835.25
83.58,835.25
1.06,835.25
20.24,835.25
30.39,215.49
32.2,215.49
27.02,215.49
30.21,215.49
22.73,215.49
51.6,215.49
21.34,215.49
10.82,827.66
0.11,827.66
4.59,827.66
35.05,827.66
40.91,827.66
39.35,827.66
6.81,827.66
18.93,827.66
38.8,827.66
6.63,827.66
35.93,827.66
77.68,827.66
18.59,827.66
2.2,827.66
8.42,827.66
20.56,827.66
30.98,827.66
65.12,827.66
4.7,827.66
26.94,827.66
79.66,827.66
24.66,827.66
33.44,827.66
35,827.66
10.8,827.66
14.21,827.66
41.71,827.66
53.02,827.66
42.04,827.66
2.96,773.58
48.71,773.58
93.08,773.58
